"id","author","id_category","isnb","description","link_download","file_format","file_size","images","language","name","pages","read_online","year"
32,"Matt Cavanagh",19,"978-1849697828","
                    <h3>Book Description:</h3>
						<p>In recent years, electronics have gone from something that only electronic engineers can understand, to a common hobby that is accessible to all. Netduino has grown to be a part of this revolution, providing a development board that is both easy to use, and allows existing .NET developers to build on knowledge they already have.</p>
<p>Most developers have wild ideas about all the gadgets they would develop to make the world a better (or easier) place, but have no idea how to get beyond blinking an LED. The topics contained go beyond what most books cover, taking an in-depth look at how to use Netduino for practical projects.</p>
<p>This book starts off by showing you how to do the “hello world” of electronics – fade an LED in and out. It will take you right through all the fundamentals, including how to control a wide range of electronic sensors.</p>
<p>You will learn how easy it is to automate various parts of your home. You will learn how to open your gate with your smartphone, automatically water your plants, get emailed when someone invades your territory, connect up a keypad to unlock your door, make your own breathalyzer, control your home theatre, and much more!</p>
<p>What you will learn from this book</p>
<ul>
<li>Write some simple code for a Netduino</li>
<li>Use a microphone to determine the noise level of the room</li>
<li>Power the sensors and components with external power supplies</li>
<li>Control existing technology and appliances around your house with transistors and relays</li>
<li>Link your smartphone to your Netduino with Bluetooth as a controller</li>
<li>Determine alcohol on your breath</li>
<li>Use servos to control physical objects</li>
<li>Use a matrix keypad to secure your house and much more</li>
</ul>
											","http://file.allitebooks.com/20170625/Netduino%20Home%20Automation%20Projects.pdf","PDF","1.9 MB","http://www.allitebooks.com/wp-content/uploads/2017/06/Netduino-Home-Automation-Projects-400x493.jpg","English","Netduino Home Automation Projects",108,"http://www.allitebooks.com/read/index.php?id=27680",2013
33,"Arul Kumaravel",19,"0470173939","
                    <h3>Book Description:</h3>
						<p>Providing you with the programmer?s approach to understanding Windows PowerShell, this book introduces the concepts, components, and development techniques for building software packages that leverage the power of PowerShell. The author team of PowerShell experts shows you how PowerShell makes writing code easy by providing a runtime engine with its own parser, plus you?ll discover that with PowerShell, all of the .NET Framework objects become accessible via scripting, making PowerShell a very powerful addition to your toolbox and a popular choice for future development.</p>
											","http://file.allitebooks.com/20170327/Professional%20Windows%20PowerShell%20Programming.pdf","PDF","4.9 MB","http://www.allitebooks.com/wp-content/uploads/1490/6458d9bbd8ab45f.jpg","English","Professional Windows PowerShell Programming",339,"http://www.allitebooks.com/read/index.php?id=27048",2008
34,"James Bender",19,"047064320X","
                    <h3>Book Description:</h3>
						<p>Hands-on guidance to creating great test-driven development practice</p>
<p>Test-driven development (TDD) practice helps developers recognize a well-designed application, and encourages writing a test before writing the functionality that needs to be implemented. This hands-on guide provides invaluable insight for creating successful test-driven development processes. With source code and examples featured in both C# and .NET, the book walks you through the TDD methodology and shows how it is applied to a real-world application. You’ll witness the application built from scratch and details each step that is involved in the development, as well as any problems that were encountered and the solutions that were applied.</p>
<ul>
<li>Clarifies the motivation behind test-driven development (TDD), what it is, and how it works</li>
<li>Reviews the various steps involved in developing an application and the testing that is involved prior to implementing the functionality</li>
<li>Discusses unit testing and refactoring</li>
</ul>
<p>Professional Test-Driven Development with C# shows you how to create great TDD processes right away.</p>
											","http://file.allitebooks.com/20170327/Professional%20Test%20Driven%20Development%20with%20C-.pdf","PDF","47.9 MB","http://www.allitebooks.com/wp-content/uploads/2017/03/Professional-Test-Driven-Development-with-C.jpg","English","Professional Test Driven Development with C#",361,"http://www.allitebooks.com/read/index.php?id=27050",2011
37,"Mathieu Nayrolles",19,"1849691401","
                    <h3>Book Description:</h3>
						<p>Multiplatform applications have taken the development world by storm. This has revolutionized the selection of the right tools for the efficient development and deployment of applications. Xamarin studio is emerging as the preferred choice among .NET/C# developers. It enables them to design cross-platform applications using their favorite language and IDE. Xamarin studio is supported by the Mac OS and Windows platforms, and you can develop your own applications for iOS, Windows, or Android with its help.</p>
<p>This book takes you through all the stages of application development, right from getting started with Xamarin and developing a GUI to putting up your application on the store. The recipes will help you in acquiring sufficient knowledge to go about creating applications.</p>
<p>Starting with introducing Xamarin studio, its underlying technologies, and the Android ecosystem, the book goes on to cover the graphical aspects of creating Android applications. Moving on, you will learn more about data management with Android services. This is followed by techniques on how to interact with the Android OS and the phone’s hardware, before finally concluding with mobile advertisements and Google Play. By the end of this book, you will have discovered all the specialties related to developing Android application with Xamarin Studio.</p>
<p>Who This Book Is For</p>
<p>If you have already developed an Android applications with Java and you now intend to use C# and Xamarin Studio’s capabilities, or if you have never taken the dive into mobiles, then this book is for you. It would be helpful to have some C# experience so you follow the recipes in this book, though knowledge of Android is not required.</p>
<p>What You Will Learn</p>
<ul>
<li>Build a GUI for your Android applications</li>
<li>Explore Android activities and understand configuration changes</li>
<li>Manage multiscreens, icons, and multimedia in your applications</li>
<li>Start and bind Android services and create notifications</li>
<li>Create beautiful applications using the camera and animations</li>
<li>Effectively couple your phone’s hardware with applications</li>
<li>Integrate advertisements and select the right advertisement providers for your applications</li>
</ul>
											","http://file.allitebooks.com/20170313/Xamarin%20Studio%20for%20Android%20Programming.pdf","PDF","3.4 MB","http://www.allitebooks.com/wp-content/uploads/2017/03/Xamarin-Studio-for-Android-Programming-400x493.jpg","English","Xamarin Studio for Android Programming: A C# Cookbook",298,"http://www.allitebooks.com/read/index.php?id=26867",2015
38,"Grant Palmer",19,"1430210885","
                    <h3>Book Description:</h3>
						<p>Updated with the changes to C#, Beginning C# 2008 Objects: From Concepts to Code introduces complete beginners to C# coding practice with a solid methodological foundation written by two critically–acclaimed experts in the field, already authors of the best–selling Beginning C# Objects.</p>
<p>By building from first principles in object–oriented terminology, then advancing through application design with Unified Modeling Language (UML) into practical examples, Beginning C# 2008 Objects: From Concepts to Code provides a foundational guide written from the perspective of two experienced, working authorities on C#.</p>
<p>Working coders will benefit from the object–oriented cast of the book and its section on use–case modeling. This is the book to read if you want to deepen and advance your existing professional development in C# with an eye towards advancing out of pure coding work.</p>
<p>For the reader wishing to “simply learn C#”, this book will provide exactly that. In addition to listing code and syntax, Beginning C# 2008 Objects: From Concepts to Code also walks you through the design and architecting of a functioning C# application, showing the “why” and the “how” of the development decisions that go into professional C# coding.</p>
											","http://file.allitebooks.com/20170226/Beginning%20C%202008%20Objects.pdf","PDF","6.8 MB","http://www.allitebooks.com/wp-content/uploads/2017/02/Beginning-C-2008-Objects.jpg","English","Beginning C# 2008 Objects",680,"http://www.allitebooks.com/read/index.php?id=26648",2008
39,"Patrick Felicia",19,"1520118171","
                    <h3>Book Description:</h3>
						<p>In this book, the first in the “Beginner’s Guide” series, you will create a simple 2D platform game, create challenging gameplay and learn techniques to code more in less time.</p>
<p>This book can be read as a standalone (you don’t need to have read the previous books in the series, although it may help) and focuses on: scoring system and lives (e.g., keeping track of the score across the game), user interface (menus and in-game information for 2D games), character movement (e.g., walk, run, jump, crouch, etc.), character interaction (i.e., collect objects or avoid other objects), playful game-mechanics (e.g., bouncing objects, moving platforms, time-limited level, collapsing bridges, etc.) and improving C# programing skills (e.g., important and useful functions and principles that you can reuse in your own games).</p>
<p>The main idea behind this book is to save you some headaches when you need to create your 2D platformer and to help you to find the time to actually code your game, by explaining simple and effective ways and best coding practices that you can use easily to create more code (and games) in less time with less stress and more fun.</p>
											","http://file.allitebooks.com/20170125/A%20Beginner's%20Guide%20to%202D%20Platform%20Games%20with%20Unity.pdf","PDF","2.2 MB","http://www.allitebooks.com/wp-content/uploads/2017/01/A-Beginners-Guide-to-2D-Platform-Games-with-Unity.jpg","English","A Beginner’s Guide to 2D Platform Games with Unity",211,"http://www.allitebooks.com/read/index.php?id=26291",2016
40,"Dirk Strauss",19,"1786467305","
                    <h3>Book Description:</h3>
						<p>During your application development workflow, there is always a moment when you need to get out of a tight spot. Through a recipe-based approach, this book will help you overcome common programming problems and get your applications ready to face the modern world.</p>
<p>We start with C# 6, giving you hands-on experience with the new language features. Next, we work through the tasks that you perform on a daily basis such as working with strings, generics, and lots more. Gradually, we move on to more advanced topics such as the concept of object-oriented programming, asynchronous programming, reactive extensions, and code contracts.</p>
<p>You will learn responsive high performance programming in C# and how to create applications with Azure. Next, we will review the choices available when choosing a source control solution. At the end of the book, we will show you how to create secure and robust code, and will help you ramp up your skills when using the new version of C# 6 and Visual Studio</p>
<p>What You Will Learn</p>
<ul>
<li>Write better and less code to achieve the same result as in previous versions of C#.</li>
<li>Generate tests from the Code Contracts for mission critical methods.</li>
<li>Integrate code in Visual Studio with GitHub.</li>
<li>Create a web application in Azure.</li>
<li>Design and build a microservice architecture</li>
<li>Demystify the Rx library using Reactive extensions</li>
<li>Write high performing codes in C# and understanding multi-threading.</li>
<li>Security and Debugging.</li>
<li>Implement Code Contracts on code in Visual Studio.</li>
</ul>
											","http://file.allitebooks.com/20170119/C-%20Programming%20Cookbook.pdf","PDF","34.3 MB","http://www.allitebooks.com/wp-content/uploads/2017/01/C-Programming-Cookbook-400x493.jpg","English","C# Programming Cookbook",476,"http://www.allitebooks.com/read/index.php?id=26235",2016
41,"Adam Freeman",20,"1484229150","
                    <h3>Book Description:</h3>
						<div>Discover Angular, the leading client-side web framework, from the point of view of an ASP.NET Core MVC developer. Best-selling author&nbsp;Adam Freeman&nbsp;brings these two key technologies together and explains how to use ASP.NET Core MVC to provide back-end services for Angular applications. This fast-paced, practical guide starts from the nuts and bolt and gives you the knowledge you need to combine Angular (from version 2.0 up) and ASP.NET Core MVC in your projects.<p></p>
</div>
<div></div>
<div>What You’ll Learn<p></p>
</div>
<div>
<ul>
<li>Gain a solid understanding of how ASP.NET Core MVC and Angular can work together</li>
<li>Learn how to use Visual Studio 2017 to develop Angular/ASP.NET Core MVC projects</li>
<li>Learn how create ASP.NET Core RESTful web services to support Angular applications</li>
<li>Learn how to expose data from Entity Framework Core to Angular applications</li>
<li>Learn how to use ASP.NET Core Identity to provide security services to Angular applications</li>
</ul>
</div>
<div>Each topic is covered clearly and concisely and is packed with the essential details you need to learn to be truly effective.<p></p>
</div>
<div></div>
<div>Who This Book Is For<p></p>
</div>
<div></div>
<div>This book is for developers with a knowledge of ASP.NET Core MVC who are introducing Angular into their projects.</div>
											","http://file.allitebooks.com/20170726/Essential%20Angular%20for%20ASP.NET%20Core%20MVC.pdf","PDF","17.9 MB","http://www.allitebooks.com/wp-content/uploads/2017/07/Essential-Angular-for-ASP.NET-Core-MVC.jpg","English","Essential Angular for ASP.NET Core MVC",297,"http://www.allitebooks.com/read/index.php?id=27864",2017
42,"Shirish Chavan",20,"1484229665","
                    <h3>Book Description:</h3>
						<div>
<p>Solve your C programming problems with practical and informative recipes. This book covers various aspects of C programming including the fundamentals of C, operators and expressions, control statements, recursion, and user-defined functions. Each chapter contains a series of recipes that you can easily reference to quickly find the answers you are looking for.</p>
<p>C Recipes&nbsp;also contains recipes and solutions for problems in memory management, arrays, standard input and output, structures and unions, pointers, self-referential structures, data files, pre-processor directives, and library functions.</p>
</div>
<div></div>
<div>What You Will Learn<p></p>
</div>
<div>
<div>
<ul>
<li>Master operators and expressions</li>
<li>Write user-defined functions</li>
<li>Work with structures and unions</li>
<li>Use pointers</li>
<li>Define self referential structures</li>
<li>Leverage library functions</li>
</ul>
<div></div>
</div>
<div>Who This Book Is For<p></p>
</div>
<div></div>
<div>Those with some experience in C programming.</div>
</div>
											","http://file.allitebooks.com/20170729/C%20Recipes.pdf","PDF","6.1 MB","http://www.allitebooks.com/wp-content/uploads/2017/07/C-Recipes.jpg","English","C Recipes",446,"http://www.allitebooks.com/read/index.php?id=27890",2017
43,"Thomas Finnegan",20,"1849692017","
                    <h3>Book Description:</h3>
						<p>Powerful and continuing to grow, the mobile market has never been bigger and more demanding of great games. Android continues to prove itself as a strong contender in this challenging market. With Unity 3D, great games can be made for Android quickly and easily. With its great deployment system, the Android platform is now only one click away.</p>
<p>Unity Android Game Development by Example Beginner’s Guide dives straight into making real, fully-functional games, with hands-on examples and step-by-step instructions to give you a firm grounding in Unity 3D and Android. Everything necessary for creating a complete gaming experience is covered and detailed throughout the course of this book.</p>
<p>Using clear and practical examples that progressively build upon each other, this book guides you through the process of creating games in Unity for Android.</p>
<p>Start by learning about all the great features that Unity and Android have to offer. Next, create a Tic-Tac-Toe game while learning all about interfaces. After that, learn about meshes, materials, and animations with the creation of a tank battle game. You will then learn how to expand your game’s environment with the addition of shadows and a skybox. Adding on this, you will also learn how to expand the tank battle by creating enemies and using path finding to chase the player. Next, explore touch and tilt controls with the creation of a space fighter game. Then, learn about physics while recreating the most popular mobile game on the market. You will then expand the space fighter game with the addition of all the special effects that make a game great. Finally, complete your experience by learning the optimization techniques required to keep your games running smoothly.</p>
<p>While Unity is available for both Mac and Windows, the book is presented working from a Windows environment. Programming in Unity is possible in C#, JavaScript, and Boo. This book will be working in C# and the final projects will be provided in C# and JavaScript.</p>
<p>From nothing to a fully-featured mobile game, Unity Android Game Development by Example Beginner’s Guide takes you through everything it takes to create your next game for the Android platform.</p>
<p>What you will learn from this book</p>
<ul>
<li>Set up a development environment to work with both Unity and Android</li>
<li>Import and work with the basic building blocks of a game: meshes, materials, and animations</li>
<li>Utilize particles and sound effects to provide feedback to the player</li>
<li>Adjust camera effects and game logic to create 2D games</li>
<li>Interface with touch and tilt inputs to create custom control systems</li>
<li>Set up path finding to create intelligently moving characters</li>
<li>Successfully create custom graphical interfaces</li>
<li>Set up and utilize physics to create a mobile game classic</li>
<li>Create dynamically lit scenes using lightmaps</li>
<li>Understand the best choices for optimizing a game for the mobile platform</li>
</ul>
											","http://file.allitebooks.com/20170522/Unity%20Android%20Game%20Development%20by%20Example%20Beginner's%20Guide.pdf","PDF","20.5 MB","http://www.allitebooks.com/wp-content/uploads/2017/05/Unity-Android-Game-Development-by-Example-Beginners-Guide-400x493.jpg","English","Unity Android Game Development by Example Beginner’s Guide",320,"http://www.allitebooks.com/read/index.php?id=27470",2013
44,"Mindaugas Pocius",20,"1785281690","
                    <h3>Book Description:</h3>
						<p>Microsoft Dynamics AX 2012 R3 Development Cookbook will help you manage your company’s or customer’s ERP information and operations efficiently. Beginning with exploring data manipulation concepts in Dynamics AX, you will build scripts to assist data migration and organize data in AX forms. You will learn how to create custom lookups using AOT forms and generate them dynamically. After this, you’ll learn how to enhance your application by using advanced form controls, and integrate your system with other external systems. You will also learn how to enhance your user interface using various Dynamics AX UI elements.</p>
<p>This book will help you look at application development from a business process perspective, and develop enhanced ERP solutions by learning and implementing the best practices and techniques.</p>
<p>What You Will Learn</p>
<ul>
<li>Explore data manipulation concepts in Dynamics AX</li>
<li>Build scripts to assist data migration processes</li>
<li>Organize data in Dynamics AX forms</li>
<li>Make custom lookups using AOT forms and dynamically generate them from the X++ code</li>
<li>Create a custom electronic payment format and process a vendor payment using it</li>
<li>Integrate your application with Microsoft Office Suite and with external systems using various approaches</li>
<li>Export and import business data for further distribution or analysis</li>
<li>Improve your development efficiency and experience</li>
</ul>
											","http://file.allitebooks.com/20170415/Microsoft%20Dynamics%20AX%202012%20R3%20Development%20Cookbook.pdf","PDF","8.6 MB","http://www.allitebooks.com/wp-content/uploads/2017/04/Microsoft-Dynamics-AX-2012-R3-Development-Cookbook-400x493.jpg","English","Microsoft Dynamics AX 2012 R3 Development Cookbook",420,"http://www.allitebooks.com/read/index.php?id=27226",2015
45,"Dale Green",20,"1785886711","
                    <h3>Book Description:</h3>
						<p>Procedural generation is a growing trend in game development. It allows developers to create games that are bigger and more dynamic, giving the games a higher level of replayability. Procedural generation isn’t just one technique, it’s a collection of techniques and approaches that are used together to create dynamic systems and objects. C++ is the industry-standard programming language to write computer games. It’s at the heart of most engines, and is incredibly powerful. SFML is an easy-to-use, cross-platform, and open-source multimedia library. Access to computer hardware is broken into succinct modules, making it a great choice if you want to develop cross-platform games with ease.</p>
<p>Using C++ and SFML technologies, this book will guide you through the techniques and approaches used to generate content procedurally within game development.</p>
<p>Throughout the course of this book, we’ll look at examples of these technologies, starting with setting up a roguelike project using the C++ template. We’ll then move on to using RNG with C++ data types and randomly scattering objects within a game map. We will create simple console examples to implement in a real game by creating unique and randomised game items, dynamic sprites, and effects, and procedurally generating game events. Then we will walk you through generating random game maps. At the end, we will have a retrospective look at the project.</p>
<p>By the end of the book, not only will you have a solid understanding of procedural generation, but you’ll also have a working roguelike game that you will have extended using the examples provided.</p>
											","http://file.allitebooks.com/20170623/Procedural%20Content%20Generation%20for%20C++%20Game%20Development.pdf","PDF","3.4 MB","http://www.allitebooks.com/wp-content/uploads/2017/06/Procedural-Content-Generation-for-C-Game-Development-400x493.jpg","English","Procedural Content Generation for C++ Game Development",304,"http://www.allitebooks.com/read/index.php?id=27648",304
46,"Nick Harrison",20,"1484222105","
                    <h3>Book Description:</h3>
						<div>Learn how&nbsp;Roslyn’s new code generation capability&nbsp;will let you write software that is more concise, runs faster, and is easier to maintain. You will learn from real-world business applications&nbsp;to create better software by letting the computer write its own code based on your business logic already defined in lookup tables.</div>
<div>
<div></div>
<div>
<div>Code Generation with Rosyln is the first book to cover this new capability.&nbsp; You will learn how these techniques can&nbsp;be used to simplify systems integration so that if one system already defines business logic through lookup tables, you can integrate a new system and share business logic by allowing the new system to write its own business logic based on already existing table-based business logic.</div>
<div></div>
<div></div>
<p>One of the many benefits you will discover is that Roslyn uses an innovative approach to compiler design, opening up the inner workings of the compiler process. You will&nbsp;learn how to see the syntax tree that Roslyn is building as it compiles your code. Additionally,&nbsp;you&nbsp;will learn to&nbsp;feed it your own syntax tree that&nbsp;you create on the fly.</p>
</div>
<div></div>
<div></div>
<div>
<div>What You Will Learn:</div>
<div></div>
<div>• Structure logic to be stored in database design</div>
<div>• Build complex conditional logic based on lookup data in the database</div>
<p>• Compile code that you generate programmatically</p>
<div>• Discover generated code and run it dynamically to implement new business logic</div>
<div>• Debug problems in generated code</div>
<div>• Deploy and access generated code</div>
</div>
<div></div>
<div>Who This Book Is For:</div>
<div></div>
<div>Back end developers in very dynamic fast-paced business environments. &nbsp; Developers focused on integrating different systems across an enterprise should also find this information useful.</div>
</div>
											","http://file.allitebooks.com/20170301/Code%20Generation%20with%20Roslyn.pdf","PDF","1.6 MB","http://www.allitebooks.com/wp-content/uploads/2017/03/Code-Generation-with-Roslyn.jpg","English","Code Generation with Roslyn",105,"http://www.allitebooks.com/read/index.php?id=26687",2017
47,"Nazmus Saquib",20,"1783282991","
                    <h3>Book Description:</h3>
						<p>Mathematica, developed and maintained by Wolfram Research, is a trusted and popular tool used to analyze and visualize data.</p>
<p>This book begins by introducing you to the Mathematica environment and the basics of dataset loading and cleaning. You will then learn about the different kinds of widely used datasets so that you are comfortable with the later chapters. Then, in the subsequent chapters, you will learn about time series, scientific, statistical, information, and map visualizations. Each topic is demonstrated by walking you through an example project. Along the way, the dynamic interactivity and graphics packages are also introduced. Finally, the book ends with a brief discussion of color maps and aesthetics issues.</p>
<p>Using this book, you will learn how to build visualizations from scratch, quickly and efficiently.</p>
<p>What You Will Learn</p>
<ul>
<li>Understand some widely used datasets in science, engineering, finance, statistics, and business</li>
<li>Write Mathematica programs to create stunning, interactive, and beautiful visualizations</li>
<li>Create time series visualizations in different scenarios to find underlying patterns in time series data</li>
<li>Build a protein molecule visualization tool and create basic isocontour and isosurface visualizations in Mathematica</li>
<li>Create statistical plots and charts and learn the basics of visualizing high dimensional datasets</li>
<li>Develop a word frequency visualization tool</li>
<li>Build graph network visualizations and interactive chord charts</li>
</ul>
											","http://file.allitebooks.com/20170409/Mathematica%20Data%20Visualization.pdf","PDF","4.1 MB","http://www.allitebooks.com/wp-content/uploads/2017/04/Mathematica-Data-Visualization-400x493.jpg","English","Mathematica Data Visualization",142,"http://www.allitebooks.com/read/index.php?id=27178",2014
48,"John P. Doran",20,"1784398160","
                    <h3>Book Description:</h3>
						<p>Unreal Engine is powerful tool with rich functionalities to create games. It equips you with the skills to easily build mobile and desktop games from scratch without worrying about which platform they will run on. You can focus on the individual complexities of game development such as animation and rendering.</p>
<p>This book takes you on a journey to jumpstart your game design efforts. You will learn various aspects of the Unreal engine commonly encountered with practical examples of how it can be used, with numerous references for further study. You will start by getting acquainted with Unreal Engine 4 and building out levels for your game. This will be followed by recipes to help you create environments, place meshes, and implement your characters. You will then learn to work with lights, camera, and shadows to include special effects in your game. Moving on, you’ll learn Blueprint scripting and C++ programming to enable you to achieve trigger effects and add simple functionalities. By the end of the book, you will see how to create a healthbar and main menu, and then get your game ready to be deployed and published.</p>
<p>What You Will Learn</p>
<ul>
<li>Discover editor functionalities for an in-depth insight into game design</li>
<li>Develop environments using terrain for outdoor areas and a workflow for interiors as well using brushes</li>
<li>Design various kinds of materials with unique features, such as mirrors and glows</li>
<li>Explore the various ways that lighting can be used in the engine</li>
<li>Build various level effects using Blueprints, Unreal’s visual scripting system</li>
<li>Set up a development environment and develop custom functionality with C++ for your games</li>
<li>Create healthbars and main menus with animations using Slate, Unreal’s UI solution, through the UMG Editor</li>
<li>Package and create an installer to get your project out into the world</li>
</ul>
											","http://file.allitebooks.com/20170204/Unreal%20Engine%20Game%20Development%20Cookbook.pdf","PDF","16.9 MB","http://www.allitebooks.com/wp-content/uploads/2017/02/Unreal-Engine-Game-Development-Cookbook-400x493.jpg","English","Unreal Engine Game Development Cookbook",326,"http://www.allitebooks.com/read/index.php?id=26400",2015
49,"Ray Lischner",20,"1590597494","
                    <h3>Book Description:</h3>
						<p>This is a book about learning by doing and is aimed at programmers familiar with programming, but not C++. The key exercises are not simply listed at the end of the chapter, but are integrated into the main text. Readers work hands-on throughout the book. Each lesson poses numerous questions, asking readers to write answers directly in the book. The book includes answers to all questions, so readers can check their work. These exercises are not simple cookbook-style recipes (e.g., “Write a program to do xyz”). Instead, they are explorations―structured labs that guide readers through a series of steps to highlight specific features of C++.</p>
											","http://file.allitebooks.com/20170130/Exploring%20C++.pdf","PDF","12.8 MB","http://www.allitebooks.com/wp-content/uploads/2017/01/Exploring-C-.jpg","English","Exploring C++",704,"http://www.allitebooks.com/read/index.php?id=26335",2008
50,"Joanna Lee",20,"1784398152","
                    <h3>Book Description:</h3>
						<p>Unreal Engine 4 is a powerful game development engine that provides rich functionalities to create 2D and 3D games across multiple platforms. Many people know what a game is and they play games every day, but how many of them know how to create a game? Unreal Engine technology powers hundreds of games, and thousands of individuals have built careers and companies around skills developed using this engine.</p>
<p>Learning Unreal Engine 4 Game Development starts with small, simple game ideas and playable projects that you can actually finish. The book first teaches you the basics of using Unreal Engine to create a simple game level. Then, you’ll learn how to add details such as actors, animation, effects, and so on to the game. The complexity will increase over the chapters and the examples chosen will help you learn a wide variety of game development techniques. This book aims to equip you with the confidence and skills to design and build your own games using Unreal Engine 4. By the end of this book, you’ll have learnt about the entire Unreal suite and know how to successfully create fun, simple games.</p>
<p>What you will learn</p>
<ul>
<li>Learn what a game engine is, the history of Unreal Engine, and how game studios create games</li>
<li>Explore the Unreal Engine 4 editor controls and learn how to use the editor to create a room in a game level</li>
<li>Understand the basic structures of objects in a game, such as the differences between BSP and static meshes</li>
<li>Make objects interactive using level blueprints</li>
<li>Learn more about computer graphics rendering; how materials and light are rendered in your game</li>
<li>Get acquainted with the Material Editor to create materials and use different types of lights in the game levels</li>
<li>Utilize the various editors, tools, and features such as UI, the particle system, audio, terrain manipulation, and cinematics in Unreal Engine 4 to create game levels</li>
</ul>
											","http://file.allitebooks.com/20170204/Learning%20Unreal%20Engine%20Game%20Development.pdf","PDF","18.7 MB","http://www.allitebooks.com/wp-content/uploads/2017/02/Learning-Unreal-Engine-Game-Development-400x493.jpg","English","Learning Unreal Engine Game Development",468,"http://www.allitebooks.com/read/index.php?id=26404",2016
